Country,Waterbody Type,Date,Dissolved Oxygen (mg/l),pH (ph units),Nitrogen (mg/l)
China,Bay,2001-05-02,7.886239452724624,8.305555555555555,0.013555555555555555
China,Bay,2001-05-03,7.913641353205764,8.26,0.009666666666666665
China,Bay,2001-05-04,8.265071498041841,8.292592592592593,0.016999999999999998
China,Bay,2001-05-07,7.952874752530867,8.257894736842106,0.023315789473684206
China,Bay,2001-05-09,8.286367794338137,8.304166666666667,0.019708333333333335
China,Bay,2001-05-10,7.60669538417067,8.177777777777777,0.03977777777777777
China,Bay,2001-05-11,9.565064614384008,7.8125,0.12775
China,Bay,2001-05-16,9.145840956286584,8.222222222222221,0.016166666666666666
China,Bay,2001-05-17,8.164436184055045,8.33,0.0182
China,Bay,2001-05-23,7.671880717214939,8.045833333333333,0.027
China,Bay,2001-05-25,8.506401002374641,8.292592592592593,0.02562962962962963
China,Bay,2001-06-01,7.701367794338138,8.32,0.008666666666666666
China,Bay,2001-06-04,8.06340106832034,8.373684210526315,0.01436842105263158
China,Bay,2001-06-08,7.982706871172272,8.327777777777778,0.03177777777777778
China,Bay,2001-06-13,8.182706871172272,8.194444444444445,0.09561111111111112
China,Bay,2001-06-14,9.427564614384007,7.5625,0.2175
China,Bay,2001-06-15,7.675760902137176,8.473333333333333,0.012466666666666666
China,Bay,2001-06-18,7.56619682004587,8.466666666666667,0.04649999999999999
China,Bay,2001-06-19,8.434853104820153,8.637037037037036,0.014703703703703705
China,Bay,2001-06-20,7.7530344610048045,8.629166666666666,0.013708333333333335
China,Bay,2001-06-21,7.174833959817484,8.64074074074074,0.02548148148148148
China,Bay,2001-06-22,7.153410338301441,8.705,0.0264
China,Bay,2001-07-04,6.81269251242027,8.716666666666667,0.014916666666666667
China,Bay,2001-07-09,9.277564614384007,6.2375,0.27375
China,Bay,2001-07-11,7.5335900165603595,8.261111111111111,0.012333333333333333
China,Bay,2001-07-12,7.111367794338137,8.245833333333334,0.011583333333333334
China,Bay,2001-07-13,8.320555999132806,8.058333333333334,0.07275
China,Bay,2001-07-16,7.110484648950049,8.133333333333333,0.050611111111111114
China,Bay,2001-07-18,7.2161968200458695,8.241666666666667,0.036708333333333336
China,Bay,2001-07-20,7.464237732372214,8.389473684210527,0.014263157894736844
China,Bay,2001-07-27,7.057578529558758,8.177777777777777,0.09466666666666666
China,Bay,2001-07-30,6.396467418447647,8.37037037037037,0.013629629629629629
China,Bay,2001-07-31,8.4951618991783,8.378260869565217,0.03108695652173913
China,Bay,2001-08-02,7.359380717214939,8.295833333333333,0.015833333333333335
China,Bay,2001-08-03,7.627151315616716,8.316666666666666,0.008277777777777778
China,Bay,2001-08-06,7.425877964004434,8.338461538461539,0.0135
China,Bay,2001-08-08,7.15371141658274,8.452631578947368,0.015052631578947368
China,Bay,2001-08-09,7.151139828615115,8.261111111111111,0.03161111111111111
China,Bay,2001-08-10,7.0880344610048045,8.306666666666667,0.014133333333333333
China,Bay,2001-08-13,6.3081672931508175,8.329629629629629,0.02011111111111111
China,Bay,2001-08-15,7.979551691507205,8.241666666666667,0.024499999999999997
China,Bay,2001-08-16,7.116923349893693,8.333333333333334,0.051777777777777784
China,Bay,2001-08-17,8.097846522356486,8.395,0.023700000000000002
China,Bay,2001-08-22,6.944038768630405,7.975,0.19
China,Bay,2001-09-06,6.642427568803843,8.146666666666667,0.014533333333333334
China,Bay,2001-09-07,6.245584273059559,7.98888888888889,0.08455555555555555
China,Bay,2001-09-10,6.411367794338137,7.941666666666666,0.035333333333333335
China,Bay,2001-09-12,8.202753165739118,8.378947368421052,0.025578947368421052
China,Bay,2001-09-13,9.174501879452452,8.188888888888888,0.018111111111111113
China,Bay,2001-09-14,8.935612990563563,7.955555555555555,0.12466666666666665
China,Bay,2001-09-17,9.402846522356485,8.105,0.03415
China,Bay,2001-09-19,8.78434990230377,8.148148148148149,0.016555555555555556
China,Bay,2001-09-20,6.183525845753603,7.55,0.2075
China,Bay,2001-09-27,7.491196820045871,7.895833333333333,0.015333333333333332
China,Bay,2001-09-28,8.36019026715402,7.881481481481482,0.013851851851851851
China,Bay,2001-10-03,9.38940225534294,8.466666666666667,0.0088
China,Bay,2001-10-04,6.2530344610048045,7.758333333333333,0.015
China,Bay,2001-10-05,7.420712614673072,7.816666666666666,0.022944444444444444
China,Bay,2001-10-08,8.146509253698959,7.950000000000001,0.016615384615384615
China,Bay,2001-10-10,7.575807275358876,7.811764705882354,0.08429411764705882
China,Bay,2001-10-11,7.427445697412744,7.848148148148148,0.047074074074074074
China,Bay,2001-10-12,8.531256860657926,7.715000000000001,0.10729999999999999
China,Bay,2001-10-15,8.140914514354092,7.9739130434782615,0.01626086956521739
China,Bay,2001-10-17,7.4099328253211,7.9526315789473685,0.012052631578947369
China,Bay,2001-10-19,7.481538768630404,7.6375,0.2575
China,Bay,2001-11-01,8.911521804274352,8.18,0.013666666666666667
China,Bay,2001-11-05,9.775577537260808,8.033333333333333,0.026
China,Bay,2001-11-07,6.9280344610048035,7.861111111111111,0.043500000000000004
China,Bay,2001-11-08,8.154045948006406,8.222222222222221,0.013666666666666667
China,Bay,2001-11-09,7.460779030746078,8.2,0.015814814814814813
China,Bay,2001-11-12,6.80019251242027,8.216666666666667,0.013
China,Bay,2001-11-14,7.649667919634968,8.2,0.02951851851851852
China,Bay,2001-11-16,9.117051691507205,7.6875,0.141875
China,Bay,2001-11-21,8.32538502484054,8.116666666666667,0.08905555555555555
China,Bay,2001-11-22,7.893641353205764,8.194999999999999,0.06695
China,Bay,2001-11-23,8.62538502484054,8.28888888888889,0.011833333333333333
China,Bay,2001-12-03,8.624855137607685,8.139999999999999,0.028466666666666664
China,Bay,2001-12-04,7.967597674561427,8.285185185185187,0.007
China,Bay,2001-12-05,7.6604846489500495,8.322222222222223,0.008611111111111111
China,Bay,2001-12-06,7.26619682004587,8.2875,0.013083333333333334
China,Bay,2001-12-07,8.158718358173873,8.095833333333333,0.036375
China,Bay,2001-12-10,7.998490392450849,8.133333333333333,0.033277777777777774
China,Bay,2001-12-11,6.463134085114314,8.133333333333333,0.035722222222222225
China,Bay,2001-12-12,7.395231014904323,8.15,0.03605
China,Bay,2001-12-13,7.1143971733741065,8.21111111111111,0.02477777777777778
China,Bay,2001-12-14,8.594038768630405,7.775,0.08325
China,Bay,2001-12-28,7.623362050837337,8.255555555555555,0.019222222222222224
China,Bay,2002-01-02,9.088034461004804,8.086666666666666,0.025133333333333334
China,Bay,2002-01-14,7.56726517174187,7.738095238095238,0.04073809523809524
China,Bay,2002-01-15,9.02788989281379,7.796153846153846,0.08942307692307692
China,Bay,2002-01-16,8.31726517174187,7.997619047619047,0.010761904761904762
China,Bay,2002-01-17,8.704634711598464,7.885185185185185,0.031407407407407405
China,Bay,2002-01-18,8.624436184055044,7.865,0.0454
China,Bay,2002-01-23,8.751201424427121,7.915789473684211,0.01194736842105263
China,Bay,2002-01-30,9.44790162885879,7.977777777777778,0.014185185185185186
China,Bay,2002-02-01,8.925508284485218,7.977777777777778,0.017185185185185185
China,Bay,2002-02-04,8.261367794338137,7.854761904761904,0.008428571428571428
China,Bay,2002-02-05,9.183641353205765,7.9,0.00765
China,Bay,2002-02-06,9.060779030746078,7.937037037037038,0.005740740740740741
China,Bay,2002-02-15,9.167051691507206,7.7875,0.08425
China,Bay,2002-02-18,9.228034461004803,8.04,0.0066
China,Bay,2002-02-20,8.810484648950048,7.955555555555555,0.021166666666666667
China,Bay,2002-02-22,8.335356307336536,8.105555555555556,0.011055555555555555
China,Bay,2002-02-25,9.561367794338137,8.161111111111111,0.019
China,Bay,2002-02-27,9.090534461004804,8.25,0.015708333333333335
China,Bay,2002-03-01,8.809515942486286,8.025925925925925,0.019
China,Bay,2002-03-04,8.990806211768081,7.976190476190476,0.010023809523809523
China,Bay,2002-03-06,8.744701127671469,8.216666666666665,0.02
China,Bay,2002-03-11,8.913134085114315,8.100000000000001,0.016055555555555556
China,Bay,2002-03-13,9.459601503561961,8.088888888888889,0.017333333333333333
China,Bay,2002-03-14,9.571521804274353,8.213333333333333,0.017933333333333336
China,Bay,2002-03-15,10.73609046013761,7.9,0.106375
China,Bay,2002-03-18,9.577128696475313,8.059999999999999,0.008
China,Bay,2002-03-20,9.114568295525457,8.118518518518519,0.006333333333333333
China,Bay,2002-03-22,9.292051691507206,8.129999999999999,0.01255
China,Bay,2002-04-02,8.312613274077261,8.069047619047618,0.017714285714285714
China,Bay,2002-04-10,9.450256683227026,8.277777777777779,0.044888888888888895
China,Bay,2002-04-11,8.249530153379203,8.2,0.010958333333333334
China,Bay,2002-04-12,9.759448235701177,8.211538461538462,0.013807692307692307
China,Bay,2002-04-15,8.155760902137176,8.166666666666666,0.006933333333333333
China,Bay,2002-04-17,9.690064614384008,7.5625,0.12200000000000001
China,Bay,2002-04-22,8.803789264779379,8.25,0.017166666666666667
China,Bay,2002-04-24,8.734332113107538,8.4,0.017
China,Bay,2002-04-25,8.90251127807294,8.337931034482759,0.009620689655172415
China,Bay,2002-04-29,9.265157059117517,8.283333333333335,0.010611111111111111
China,Bay,2002-05-02,7.788425259387129,7.938095238095237,0.012071428571428571
China,Bay,2002-05-03,6.958461674946847,8.088888888888889,0.029333333333333336
China,Bay,2002-05-06,7.261956557930197,8.12962962962963,0.019
China,Bay,2002-05-08,7.9949800156887605,8.31578947368421,0.01763157894736842
China,Bay,2002-05-09,7.196025845753603,8.183333333333332,0.018333333333333333
China,Bay,2002-05-10,8.132706871172271,8.166666666666666,0.017666666666666667
China,Bay,2002-05-15,7.134701127671471,7.933333333333334,0.009933333333333332
China,Bay,2002-05-17,6.896025845753603,7.35,0.3125
China,Bay,2002-05-23,8.293523600487353,8.003703703703703,0.026777777777777775
China,Bay,2002-05-24,9.299436184055043,8.165000000000001,0.04245
China,Bay,2002-06-03,8.317753669719776,8.076190476190476,0.030404761904761903
China,Bay,2002-06-05,8.964017230502401,8.261111111111111,0.053
China,Bay,2002-06-07,8.907749651710109,8.2,0.014037037037037037
China,Bay,2002-06-12,8.456464582321857,8.031578947368422,0.03142105263157895
China,Bay,2002-06-13,6.6710258457536025,7.8375,0.142375
China,Bay,2002-06-17,7.994701127671471,7.886666666666667,0.0464
China,Bay,2002-06-20,6.58830012529683,8.074074074074074,0.061814814814814815
China,Bay,2002-06-21,8.256538768630405,8.091666666666667,0.017458333333333333
China,Bay,2002-06-24,8.860231014904324,8.14,0.07385
China,Bay,2002-06-27,8.626268170228627,8.133333333333333,0.019777777777777776
China,Bay,2002-07-03,8.7598538308157,7.997619047619047,0.04095238095238095
China,Bay,2002-07-04,7.627151315616716,7.888888888888889,0.051777777777777784
China,Bay,2002-07-05,8.86512861458413,8.084615384615384,0.015615384615384614
China,Bay,2002-07-08,9.253162802618316,8.0,0.020166666666666666
China,Bay,2002-07-10,8.15960150356196,8.0,0.017333333333333333
China,Bay,2002-07-11,9.899060306758406,8.020833333333334,0.017374999999999998
China,Bay,2002-07-12,10.175577537260809,7.475,0.12125
China,Bay,2002-07-15,9.479248245406726,7.826666666666667,0.014133333333333333
China,Bay,2002-07-24,9.0656602616339,7.974074074074075,0.015925925925925927
China,Bay,2002-07-25,7.917615507452162,8.11,0.01865
China,Bay,2002-08-01,7.320712614673072,7.472222222222222,0.05155555555555555
China,Bay,2002-08-05,6.818889142361604,7.942857142857143,0.01469047619047619
China,Bay,2002-08-07,8.203457184414347,8.011111111111111,0.010703703703703703
China,Bay,2002-08-08,8.427372101963737,8.095833333333333,0.011583333333333334
China,Bay,2002-08-09,7.111367794338138,8.072222222222221,0.010388888888888888
China,Bay,2002-08-12,7.939436184055045,7.9799999999999995,0.05345
China,Bay,2002-08-14,8.067051691507206,7.7125,0.22
China,Bay,2002-08-15,7.845204330187854,8.174074074074074,0.030259259259259257
China,Bay,2002-08-21,7.680308019872431,8.086666666666666,0.013333333333333334
China,Bay,2002-08-22,9.617949148954954,8.310526315789474,0.011736842105263158
China,Bay,2002-09-02,7.2057389007177175,8.092857142857143,0.017166666666666667
China,Bay,2002-09-04,7.956464582321858,8.236842105263158,0.01531578947368421
China,Bay,2002-09-06,8.446724101674674,8.133333333333333,0.03883333333333333
China,Bay,2002-09-09,7.566040204505604,8.25,0.015111111111111112
China,Bay,2002-09-12,7.219038768630404,7.475,0.25
China,Bay,2002-09-13,8.863305207265665,8.459259259259259,0.019
China,Bay,2002-09-18,8.368641353205764,8.040000000000001,0.0301
China,Bay,2002-09-19,8.507749651710109,8.088888888888889,0.022555555555555554
China,Bay,2002-09-23,8.10030801987243,8.12,0.018533333333333332
China,Bay,2002-09-27,7.386367794338137,8.458333333333334,0.03741666666666667
China,Bay,2002-10-02,7.239145572115914,8.149999999999999,0.12916666666666668
China,Bay,2002-10-03,7.3882624267278265,8.322222222222221,0.027777777777777776
China,Bay,2002-10-04,7.469363965337603,8.218518518518518,0.023444444444444445
China,Bay,2002-10-07,7.04507961855208,7.988095238095238,0.05252380952380952
China,Bay,2002-10-10,8.442051691507206,7.9875,0.29375
China,Bay,2002-10-11,8.55960150356196,8.283333333333335,0.016
China,Bay,2002-10-16,8.277372101963737,8.2875,0.021583333333333333
China,Bay,2002-10-17,9.131256860657926,8.215,0.0611
China,Bay,2002-10-21,8.068186438153486,8.262962962962963,0.03188888888888889
China,Bay,2002-10-23,9.197128696475314,8.22,0.027399999999999997
China,Bay,2002-11-01,9.320209412156688,8.28888888888889,0.01048148148148148
China,Bay,2002-11-06,8.28128240224427,8.211904761904762,0.04766666666666666
China,Bay,2002-11-08,9.027051691507205,8.254999999999999,0.062
China,Bay,2002-11-13,8.174764048161688,8.257894736842106,0.013842105263157895
China,Bay,2002-11-14,9.119038768630405,8.208333333333334,0.019
China,Bay,2002-11-15,9.580057435008007,8.172222222222222,0.020666666666666667
China,Bay,2002-11-18,8.486704956672005,8.085185185185184,0.023703703703703703
China,Bay,2002-11-20,7.735356307336535,8.016666666666667,0.04172222222222222
China,Bay,2002-11-21,8.919248245406726,7.9,0.03406666666666667
China,Bay,2002-11-22,6.573012922876801,7.7125,0.10300000000000001
China,Bay,2002-12-02,7.861746285218747,7.773809523809524,0.042595238095238096
China,Bay,2002-12-04,9.526268170228626,8.188888888888888,0.014388888888888889
China,Bay,2002-12-05,9.256538768630405,8.170833333333333,0.012416666666666666
China,Bay,2002-12-06,10.12321230684969,8.189473684210526,0.012210526315789472
China,Bay,2002-12-09,8.653200501187321,8.1,0.018962962962962963
China,Bay,2002-12-11,9.371595760061162,8.055555555555555,0.06583333333333334
China,Bay,2002-12-12,8.866837788818017,8.133333333333333,0.027407407407407408
China,Bay,2002-12-13,8.438410338301441,8.129999999999999,0.0351
China,Bay,2002-12-19,7.198012922876802,7.925,0.0965
China,Bay,2002-12-23,8.989094235470509,8.093333333333332,0.011333333333333332
China,Bay,2003-01-02,9.444855137607686,7.9,0.006333333333333333
China,Bay,2003-01-03,7.817806495281782,7.877777777777778,0.008944444444444444
China,Bay,2003-01-06,8.564436184055044,7.965000000000001,0.00785
China,Bay,2003-01-08,8.19528989126353,8.0,0.007518518518518518
China,Bay,2003-01-09,7.639017230502401,8.0,0.016416666666666666
China,Bay,2003-01-10,8.165074396424087,8.089473684210526,0.018105263157894735
China,Bay,2003-01-13,8.539145572115915,8.0,0.006055555555555555
China,Bay,2003-01-15,8.36970112767147,7.970833333333334,0.018083333333333333
China,Bay,2003-01-16,8.77130137826513,8.1,0.01425925925925926
China,Bay,2003-01-17,9.058160216535345,8.188235294117646,0.01623529411764706
China,Bay,2003-01-20,8.3875,8.025,0.11525
China,Bay,2003-02-05,8.74091186289209,8.350000000000001,0.019
China,Bay,2003-02-06,8.769572786057957,8.383333333333333,0.018055555555555557
China,Bay,2003-02-07,8.95337162333867,8.307407407407409,0.019
China,Bay,2003-02-10,9.152194096154554,8.3,0.019
China,Bay,2003-02-12,7.643183897169069,8.195833333333333,0.007791666666666666
China,Bay,2003-02-13,8.539145572115915,8.283333333333333,0.00961111111111111
China,Bay,2003-02-14,8.96909423547051,8.273333333333333,0.017866666666666666
China,Bay,2003-02-17,8.286025845753603,8.23,0.009
China,Bay,2003-02-19,9.61339076834134,8.294444444444444,0.007500000000000001
China,Bay,2003-02-21,9.640064614384007,7.8875,0.11787500000000001
China,Bay,2003-02-24,9.109380717214938,8.312500000000002,0.016166666666666666
China,Bay,2003-03-03,7.979886312856656,8.340740740740742,0.01837037037037037
China,Bay,2003-03-06,8.427151315616717,8.383333333333333,0.019
China,Bay,2003-03-07,7.987293720264063,8.374074074074075,0.014851851851851852
China,Bay,2003-03-10,8.066923349893692,8.355555555555556,0.007333333333333334
China,Bay,2003-03-12,8.049436184055043,8.335,0.0081
China,Bay,2003-03-13,8.514359319163963,8.373684210526317,0.011578947368421053
China,Bay,2003-03-17,7.527372101963738,8.408333333333333,0.016291666666666666
China,Bay,2003-03-19,8.654045948006406,8.055555555555555,0.006277777777777778
China,Bay,2003-03-20,8.414872101963738,8.070833333333333,0.008958333333333334
China,Bay,2003-03-21,7.291213784401921,8.113333333333333,0.0041333333333333335
China,Bay,2003-03-24,7.256538768630405,7.95,0.129375
China,Bay,2003-04-01,8.814273913729428,8.011111111111111,0.04961111111111111
China,Bay,2003-04-02,8.64077739782517,8.042424242424241,0.013696969696969697
China,Bay,2003-04-03,9.087222665799473,8.049999999999999,0.024541666666666666
China,Bay,2003-04-07,8.386116193079946,8.2,0.01837037037037037
China,Bay,2003-04-08,6.408525845753603,7.9375,0.18625
China,Bay,2003-04-09,7.855231014904324,8.125,0.0156
China,Bay,2003-04-10,7.657664090634434,8.2,0.011111111111111112
China,Bay,2003-04-23,7.13182212095192,8.08421052631579,0.016842105263157894
China,Bay,2003-04-25,9.584729845175474,8.038888888888888,0.018111111111111113
China,Bay,2003-04-28,9.038547383881605,8.512500000000001,0.019
China,Bay,2003-05-02,8.153371623338671,8.077777777777778,0.019
China,Bay,2003-05-09,7.672478905449249,8.022222222222222,0.02811111111111111
China,Bay,2003-05-12,8.4099328253211,8.168421052631578,0.01794736842105263
China,Bay,2003-05-14,8.69308842739757,8.160869565217391,0.017
China,Bay,2003-05-15,7.701139828615114,8.1,0.017166666666666667
China,Bay,2003-05-16,9.191757309711177,8.166666666666666,0.013444444444444445
China,Bay,2003-05-19,7.119038768630404,8.1625,0.118625
China,Bay,2003-05-21,8.460231014904323,8.169999999999998,0.0193
China,Bay,2003-05-22,6.638354871461336,8.075,0.019
China,Bay,2003-05-23,8.530940580396095,8.06111111111111,0.016444444444444442
China,Bay,2003-05-26,8.121367794338138,8.213333333333333,0.008066666666666666
China,Bay,2003-06-02,7.193817982283382,8.033333333333333,0.013388888888888888
China,Bay,2003-06-11,6.190911862892091,8.18888888888889,0.035444444444444445
China,Bay,2003-06-12,7.954929093394493,8.18888888888889,0.009833333333333333
China,Bay,2003-06-13,7.564209742922671,8.204166666666667,0.05483333333333334
China,Bay,2003-06-16,8.440494221451385,8.170370370370371,0.026962962962962963
China,Bay,2003-06-18,7.401519771486819,8.177777777777777,0.07051851851851852
China,Bay,2003-06-19,7.190231014904323,8.125,0.1069
China,Bay,2003-06-20,8.890064614384007,7.575,0.23125
China,Bay,2003-06-23,8.187379281339737,7.911111111111111,0.20333333333333334
China,Bay,2003-06-25,6.488639242234095,8.066666666666666,0.09407692307692307
China,Bay,2003-07-03,8.354045948006405,8.2,0.034388888888888886
China,Bay,2003-07-04,8.679248245406724,8.213333333333333,0.011533333333333333
China,Bay,2003-07-07,8.283718358173873,8.1625,0.024166666666666666
China,Bay,2003-07-09,7.494143351636889,8.24736842105263,0.017842105263157892
China,Bay,2003-07-10,7.225596681786995,8.221739130434782,0.01673913043478261
China,Bay,2003-07-11,7.066923349893693,8.18888888888889,0.009444444444444443
China,Bay,2003-07-16,7.741082985043442,8.203703703703704,0.01537037037037037
China,Bay,2003-07-17,7.6309405803960955,8.022222222222222,0.03872222222222222
China,Bay,2003-07-18,7.604551691507206,7.85,0.23825000000000002
China,Bay,2003-07-28,7.216923349893693,8.222222222222221,0.017481481481481483
China,Bay,2003-07-30,8.966025845753602,8.215,0.02135
China,Bay,2003-08-01,8.133086814043976,8.35925925925926,0.020185185185185188
China,Bay,2003-08-04,8.01258157874006,8.2,0.025266666666666666
China,Bay,2003-08-06,7.727151315616715,8.3,0.035722222222222225
China,Bay,2003-08-07,7.539209742922671,8.200000000000001,0.027625
China,Bay,2003-08-08,8.04849039245085,8.18888888888889,0.02661111111111111
China,Bay,2003-08-11,7.851342768477371,7.9529411764705875,0.11988235294117648
China,Bay,2003-08-13,8.692346073303234,8.285185185185185,0.016925925925925928
China,Bay,2003-08-14,8.940064614384006,7.8,0.3575
China,Bay,2003-08-15,7.271820676602883,8.2,0.038650000000000004
China,Bay,2003-08-18,7.235705435297071,8.058333333333334,0.04295833333333333
China,Bay,2003-08-20,7.378034461004804,8.133333333333333,0.027666666666666666
China,Bay,2003-09-03,7.235705435297071,8.066666666666666,0.10029166666666667
China,Bay,2003-09-04,7.621010423611738,8.042424242424241,0.04157575757575758
China,Bay,2003-09-08,8.74138933246614,8.195833333333333,0.014041666666666668
China,Bay,2003-09-10,8.020712614673071,8.161111111111111,0.02538888888888889
China,Bay,2003-09-15,6.669038768630404,7.6625,0.28125
China,Bay,2003-09-17,8.876942494896362,8.296296296296296,0.01759259259259259
China,Bay,2003-09-18,7.680863870108298,8.363157894736842,0.014368421052631577
China,Bay,2003-09-19,9.018063178508807,8.016666666666667,0.19866666666666666
China,Bay,2003-09-22,8.028641353205765,8.325,0.0593
China,Bay,2003-09-24,8.215157059117516,8.429629629629629,0.01737037037037037
China,Bay,2003-10-08,6.96340106832034,8.178947368421053,0.020736842105263158
China,Bay,2003-10-09,7.540534461004804,8.179166666666665,0.016666666666666666
China,Bay,2003-10-10,8.18923113319159,8.174074074074074,0.010037037037037037
China,Bay,2003-10-13,9.262507622953251,8.2,0.011055555555555556
China,Bay,2003-10-15,6.969038768630405,8.025,0.15375
China,Bay,2003-10-16,9.120209412156688,8.188888888888888,0.012888888888888887
China,Bay,2003-10-17,8.592051691507205,8.184999999999999,0.04445
China,Bay,2003-10-20,7.886974686539097,8.18,0.056466666666666665
China,Bay,2003-10-22,6.766923349893693,8.044444444444444,0.051777777777777784
China,Bay,2003-10-23,7.689209742922672,8.158333333333333,0.0675
China,Bay,2003-10-27,7.312250939726226,8.244444444444445,0.06211111111111112
China,Bay,2003-11-03,7.978034461004804,8.133333333333333,0.020833333333333332
China,Bay,2003-11-05,8.650385024840539,8.170833333333333,0.016583333333333335
China,Bay,2003-11-06,10.011035713973104,8.166666666666666,0.017703703703703704
China,Bay,2003-11-07,7.532658785003792,8.189473684210526,0.01752631578947368
China,Bay,2003-11-10,9.00139651184214,8.027777777777779,0.030166666666666668
China,Bay,2003-11-12,5.423012922876802,8.1875,0.15675
China,Bay,2003-11-13,8.047543076256005,8.15,0.0155
China,Bay,2003-11-14,7.20909423547051,8.18,0.010666666666666666
China,Bay,2003-11-17,7.321804580781515,8.185185185185183,0.013851851851851851
China,Bay,2003-11-19,7.774436184055044,8.129999999999999,0.0332
China,Bay,2003-11-20,7.633590016560358,8.116666666666667,0.06216666666666667
China,Bay,2003-12-01,7.714950910811572,8.288461538461538,0.010115384615384616
China,Bay,2003-12-03,7.455760902137176,8.213333333333333,0.03526666666666667
China,Bay,2003-12-04,8.00960150356196,8.149999999999999,0.0405
China,Bay,2003-12-05,7.785705435297071,8.1625,0.04791666666666666
China,Bay,2003-12-08,8.095816679740635,8.3,0.01531578947368421
China,Bay,2003-12-10,6.433525845753603,8.3375,0.12687500000000002
China,Bay,2003-12-11,9.009380717214938,8.295833333333334,0.01525
China,Bay,2003-12-12,7.673362050837336,8.216666666666665,0.041944444444444444
China,Bay,2003-12-15,9.127846522356485,8.31,0.023850000000000003
China,Bay,2003-12-17,9.56339076834134,8.244444444444445,0.0074444444444444445
China,Bay,2003-12-19,9.908509537453519,8.262962962962963,0.009962962962962963
China,Bay,2004-01-02,8.743096804425848,8.257692307692308,0.007884615384615386
China,Bay,2004-01-05,9.456538768630404,8.279166666666667,0.011208333333333334
China,Bay,2004-01-06,9.804551691507205,8.6375,0.108
China,Bay,2004-01-07,8.582615507452163,8.245000000000001,0.0144
China,Bay,2004-01-08,8.792763714743943,8.277777777777779,0.014703703703703705
China,Bay,2004-01-09,9.018461836247665,8.230303030303029,0.010121212121212121
China,Bay,2004-01-14,8.50720112767147,8.191666666666666,0.008916666666666666
China,Bay,2004-01-15,8.738262426727827,8.25,0.017166666666666667
